id,name,nationality,dynamicRating,age,impact_total,overall_rating,is_overseas,is_uncapped,form_score,current_retained_count,current_overseas_retained_count,retain_decision
IPL26-158,Azmatullah Omarzai,Afghan,,26.0,458.76,50.0,1,0,96.59524462096623,2,1,0
IPL26-159,Nehal Wadhera,Indian,68.0,25.0,0.0,68.0,0,0,44.394545215611295,0,0,0
IPL26-160,Xavier Bartlett,Australian,55.0,27.0,0.0,55.0,1,0,75.63508827001455,2,0,0
IPL26-161,Lockie Ferguson,New Zealander,74.0,35.0,0.0,74.0,1,0,50.32150214302656,3,1,0
IPL26-162,Marcus Stoinis,Australian,,36.0,0.0,50.0,1,0,34.73562282962006,1,0,0
IPL26-163,Mitch Owen,Australian,,22.0,0.0,50.0,1,1,24.459868058327153,0,0,0
IPL26-164,Musheer Khan,Indian,61.0,26.0,9.79,61.0,0,0,100.0,5,2,0
IPL26-165,Priyansh Arya,Indian,74.0,25.0,912.18,74.0,0,0,100.0,4,2,0
IPL26-166,Vyshak Vijaykumar,Indian,62.0,26.0,0.0,62.0,0,0,23.425187001309133,3,2,0
IPL26-167,Yash Thakur,Indian,67.0,26.0,223.54,67.0,0,0,100.0,0,0,0
IPL26-168,Pyla Avinash,Indian,63.0,25.0,0.0,63.0,0,0,59.62172144660269,4,2,0
IPL26-169,Harnoor Pannu,Indian,64.0,26.0,0.0,64.0,0,0,59.17777297174572,0,0,0
IPL26-170,Vishnu Vinod,Indian,62.0,32.0,15.19,62.0,0,0,91.88536209584952,2,2,0
IPL26-171,Suryansh Shedge,Indian,67.0,23.0,226.14,67.0,0,1,100.0,0,0,0
IPL26-172,Cooper Connolly,Australian,75.0,22.0,0.0,75.0,1,1,65.50807186761102,5,2,0
IPL26-173,Ben Dwarshuis,Australian,56.0,31.0,0.0,56.0,1,0,23.136800307853896,0,0,0
IPL26-174,Praveen Dubey,Indian,59.0,32.0,0.0,59.0,0,0,60.59532669232062,0,0,0
IPL26-175,Vishal Nishad,Indian,51.0,26.0,0.0,51.0,0,0,10.600733169000709,5,0,0
IPL26-176,Yashasvi Jaiswal,Indian,78.0,24.0,0.0,78.0,0,0,69.88136005381682,3,2,0
IPL26-177,Ravindra Jadeja,Indian,,37.0,0.0,50.0,0,0,60.030966229119784,0,0,0
IPL26-178,Riyan Parag,Indian,,24.0,0.0,50.0,0,0,17.987351420717893,5,2,0
IPL26-179,Jofra Archer,English,80.0,31.0,0.0,80.0,1,0,57.668158471547954,4,0,0
IPL26-180,Dhruv Jurel,Indian,73.0,25.0,1059.22,73.0,0,0,92.94929497509838,2,1,0
IPL26-181,Shimron Hetmyer,West Indian,72.0,29.0,0.0,72.0,0,0,49.592069985167996,2,0,0
IPL26-182,Sam Curran,English,,114.0,0.0,50.0,1,0,18.75518806075108,0,0,0
IPL26-183,Sandeep Sharma,Indian,77.0,26.0,459.67,77.0,0,0,94.5397710027452,3,2,0
IPL26-184,Vaibhav Suryavanshi,Indian,80.0,15.0,0.0,80.0,0,1,34.366559685822715,3,2,1
IPL26-185,Tushar Deshpande,Indian,72.0,26.0,0.0,72.0,0,0,58.194037199089614,4,0,0
IPL26-186,Shubham Dubey,Indian,72.0,32.0,0.0,72.0,0,0,43.303378916670574,0,0,0
IPL26-187,Yudhvir Charak,Indian,66.0,26.0,0.0,66.0,0,0,53.63476130826023,2,1,0
IPL26-188,Kwena Maphaka,South African,52.0,20.0,0.0,52.0,1,1,16.58745643225195,3,1,0
IPL26-189,Lhuan-Dre Pretorius,South African,57.0,20.0,0.0,57.0,1,1,64.26363592066639,0,0,0
IPL26-190,Nandre Burger,South African,70.0,30.0,0.0,70.0,1,0,26.431358143695547,3,1,0
IPL26-191,Donovan Ferreira,South African,69.0,27.0,0.0,69.0,1,0,38.89318489639908,5,0,0
IPL26-192,Ravi Bishnoi,Indian,74.0,25.0,466.26,74.0,0,0,88.39184796650042,3,1,0
IPL26-193,Adam Milne,New Zealander,59.0,34.0,0.0,59.0,1,0,45.87425967376784,2,0,0
IPL26-194,Ravi Singh,Indian,59.0,26.0,4.35,59.0,0,0,67.91491236549,1,0,0
IPL26-195,Sushant Mishra,Indian,75.0,25.0,0.0,75.0,0,0,43.92544464317906,4,0,0
IPL26-196,Kuldeep Sen,Indian,70.0,29.0,0.0,70.0,0,0,39.606589188281994,4,1,0
IPL26-197,Brijesh Sharma,Indian,67.0,26.0,210.22,67.0,0,0,97.91648699882833,2,1,0
IPL26-198,Aman Rao Perala,Indian,71.0,26.0,0.0,71.0,0,0,73.70497367512696,3,1,0
IPL26-199,Vignesh Puthur,Indian,73.0,25.0,0.0,73.0,0,0,30.941404797927056,0,0,0
IPL26-200,Virat Kohli,Indian,100.0,37.0,0.0,100.0,0,0,90.07819854565903,3,1,1
IPL26-201,Rajat Patidar,Indian,75.0,33.0,0.0,75.0,0,0,59.7034993067093,2,1,0
IPL26-202,Phil Salt,English,75.0,47.0,0.0,75.0,1,0,68.59873397906537,4,0,0
IPL26-203,Josh Hazlewood,Australian,79.0,35.0,0.0,79.0,1,0,31.25320517781602,3,2,0
IPL26-204,Yash Dayal,Indian,68.0,28.0,485.16,68.0,0,0,95.05865570911595,4,0,0
IPL26-205,Krunal Pandya,Indian,,35.0,0.0,50.0,0,0,1.2796270864957364,0,0,0
IPL26-206,Bhuvneshwar Kumar,Indian,98.0,36.0,0.0,98.0,0,0,88.69216402382396,4,0,1
IPL26-207,Tim David,Singaporean,74.0,26.0,0.0,74.0,1,0,60.19822235728402,4,2,0
IPL26-208,Romario Shepherd,West Indian,,31.0,0.0,50.0,0,0,35.32508259160573,1,0,0
IPL26-209,Nuwan Thushara,Sri Lankan,68.0,31.0,0.0,68.0,1,0,48.789555100164264,1,1,0
IPL26-210,Swapnil Singh,Indian,66.0,35.0,131.12,66.0,0,0,95.13525110341668,5,2,0
IPL26-211,Jacob Bethell,English,64.0,20.0,0.0,64.0,1,1,34.846863837804726,1,1,0
IPL26-212,Devdutt Padikkal,Indian,73.0,25.0,0.0,73.0,0,0,53.136875193559376,4,2,0
IPL26-213,Suyash Sharma,Indian,64.0,26.0,369.66,64.0,0,0,94.89797718083882,2,2,0
IPL26-214,Rasikh Dar,Indian,71.0,26.0,0.0,71.0,0,0,52.854140243189875,4,0,0
IPL26-215,Jitesh Sharma,Indian,56.0,32.0,0.0,56.0,0,0,21.98101854942794,2,0,0
IPL26-216,Abhinandan Singh,Indian,59.0,26.0,38.42,59.0,0,0,95.66638512685773,2,1,0
IPL26-217,Venkatesh Iyer,Indian,,35.0,0.0,50.0,0,0,51.857778583383336,1,0,0
IPL26-218,Jordan Cox,English,80.0,34.0,0.0,80.0,1,0,69.35094265537134,3,0,0
IPL26-219,Mangesh Yadav,Indian,65.0,26.0,0.0,65.0,0,0,34.91069473934556,0,0,0
IPL26-220,Vicky Kanhaiya Ostwal,Indian,74.0,26.0,0.0,74.0,0,0,63.65328312641418,1,0,0
IPL26-221,Kanishk Chouhan,Indian,50.0,26.0,0.0,50.0,0,0,16.49194563143982,1,2,0
IPL26-222,Vihaan Malhotra,Indian,50.0,19.0,0.0,50.0,0,1,44.488158319145306,3,2,0
IPL26-223,Satvik Deswal,Indian,77.0,26.0,0.0,77.0,0,0,76.21176247107667,0,0,0
IPL26-224,Yash Raj Punja,Indian,68.0,26.0,128.95,68.0,0,0,95.76543835841511,4,1,0
IPL26-225,Pat Cummins,Australian,,33.0,0.0,50.0,1,0,26.28899628023727,5,1,0
IPL26-226,Heinrich Klaasen,South African,80.0,97.0,0.0,80.0,1,0,70.66408937027502,5,1,0
IPL26-227,Travis Head,Australian,75.0,32.0,0.0,75.0,1,0,64.43215572734952,4,2,0
IPL26-228,Abhishek Sharma,Indian,,26.0,1410.48,50.0,0,0,100.0,1,1,0
IPL26-229,Nitish Kumar Reddy,Indian,,23.0,0.0,50.0,0,1,32.53869468924416,0,0,0
IPL26-230,Ishan Kishan,Indian,78.0,27.0,1062.44,78.0,0,0,98.2057679154354,1,0,0
IPL26-231,Harshal Patel,Indian,88.0,35.0,0.0,88.0,0,0,96.73503699887006,2,1,1
IPL26-232,Jaydev Unadkat,Indian,81.0,33.0,0.0,81.0,0,0,57.98493431707837,1,1,0
IPL26-233,Zeeshan Ansari,Indian,59.0,26.0,99.75,59.0,0,0,100.0,1,2,0
IPL26-234,Brydon Carse,English,72.0,30.0,0.0,72.0,1,0,44.48227189933753,4,2,0
IPL26-235,Kamindu Mendis,Sri Lankan,65.0,27.0,0.0,65.0,1,0,31.619706734263257,4,2,0
IPL26-236,Harsh Dubey,Indian,70.0,23.0,174.77,70.0,0,1,100.0,4,2,0
IPL26-237,Aniket Verma,Indian,66.0,24.0,403.65,66.0,0,0,99.77522706613809,5,2,0
IPL26-238,Eshan Malinga,Sri Lankan,74.0,25.0,0.0,74.0,1,0,36.67617744174456,2,2,0
IPL26-239,Smaran Ravichandaran,Indian,73.0,26.0,0.0,73.0,0,0,52.005481565636806,4,1,0
IPL26-240,Liam Livingstone,English,,32.0,0.0,50.0,1,0,38.862728843515,0,0,0
IPL26-241,Salil Arora,Indian,68.0,23.0,31.36,68.0,0,1,100.0,5,2,0
IPL26-242,Jack Edwards,Australian,,97.0,0.0,50.0,1,0,36.8369402776713,3,0,0
IPL26-243,Shivam Mavi,Indian,64.0,27.0,0.0,64.0,0,0,63.079500365286854,0,0,0
IPL26-244,Amit Kumar,Indian,56.0,26.0,0.0,56.0,0,0,38.28935211521351,0,0,0
IPL26-245,Onkar Tarmale,Indian,,26.0,0.0,50.0,0,0,56.122410265703934,4,1,0
IPL26-246,Sakib Hussain,Indian,71.0,21.0,221.1,71.0,0,1,100.0,3,2,0
IPL26-247,Praful Hinge,Indian,70.0,26.0,0.0,70.0,0,0,44.91339479701198,3,2,0
IPL26-248,Shivang Kumar,Indian,63.0,26.0,185.9,63.0,0,0,100.0,5,2,0
IPL26-249,Krains Fuletra,Indian,55.0,26.0,0.0,55.0,0,0,71.09931301063972,3,0,0
IPL26-250,Jake Fraser-McGurk,Australian,71.0,23.0,0.0,71.0,1,1,62.13407192921942,2,2,0
IPL26-251,Devon Conway,New Zealander,76.0,26.0,0.0,76.0,1,0,46.02776578709802,4,0,0
IPL26-252,Gus Atkinson,English,80.0,28.0,0.0,80.0,1,0,49.19208813257997,3,1,0
IPL26-253,Jamie Smith,English,71.0,37.0,0.0,71.0,1,0,62.340882748554314,5,2,0
IPL26-254,Deepak Hooda,Indian,,31.0,0.0,50.0,0,0,31.968629136785804,2,0,0
IPL26-255,Wiaan Mulder,South African,50.0,28.0,0.0,50.0,1,0,40.213105760749265,1,0,0
IPL26-256,Rahmanullah Gurbaz,Afghan,67.0,24.0,183.09,67.0,1,0,98.27303422664977,1,2,0
IPL26-257,Jonny Bairstow,English,75.0,36.0,0.0,75.0,1,0,60.72407057917509,2,1,0
IPL26-258,K.S. Bharat,Indian,67.0,26.0,0.0,67.0,0,0,47.23898496239006,5,1,0
IPL26-259,Gerald Coetzee,South African,67.0,25.0,0.0,67.0,1,0,25.25435915076266,2,1,0
IPL26-260,Spencer Johnson,Australian,57.0,38.0,0.0,57.0,1,0,20.9360764816848,4,0,0
IPL26-261,Fazalhaq Farooqi,Afghan,63.0,25.0,34.22,63.0,1,0,100.0,4,0,0
IPL26-262,Maheesh Theekshana,Sri Lankan,71.0,25.0,0.0,71.0,1,0,42.22726780731909,1,0,0
IPL26-263,Mujeeb Ur Rahman,Afghan,67.0,25.0,8.29,67.0,1,0,78.80141894697269,3,0,0
IPL26-264,Aarya Desai,Indian,55.0,23.0,0.0,55.0,0,1,47.66191438396068,5,1,0
IPL26-265,Yash Dhull,Indian,55.0,23.0,0.0,55.0,0,1,37.21902358657428,1,2,0
IPL26-266,Abhinav Manohar,Indian,62.0,31.0,0.0,62.0,0,0,18.828686166093906,3,0,0
IPL26-267,Anmolpreet Singh,Indian,63.0,28.0,4.93,63.0,0,0,71.28476577436494,3,0,0
IPL26-268,Atharva Taide,Indian,68.0,26.0,59.39,68.0,0,0,99.86681677777418,4,1,0
IPL26-269,Mahipal Lomror,Indian,65.0,26.0,0.0,65.0,0,0,44.656531589829314,0,0,0
IPL26-270,Vijay Shankar,Indian,,35.0,0.0,50.0,0,0,38.63915102682433,0,0,0
IPL26-271,Tanush Kotian,Indian,61.0,27.0,18.32,61.0,0,0,96.25608205677992,2,1,0
IPL26-272,Kamlesh Nagarkoti,Indian,57.0,26.0,0.0,57.0,0,0,24.515180604586895,4,1,0
IPL26-273,Ruchit Ahir,Indian,74.0,26.0,0.0,74.0,0,0,62.206103433238766,3,2,0
IPL26-274,Sanvir Singh,Indian,60.0,29.0,20.67,60.0,0,0,99.81702068718724,5,0,0
IPL26-275,Vansh Bedi,Indian,50.0,23.0,0.0,50.0,0,1,32.653016396488724,0,0,0
IPL26-276,Raj Limbani,Indian,75.0,26.0,0.0,75.0,0,0,39.318702469543645,3,1,0
IPL26-277,Simarjeet Singh,Indian,65.0,28.0,87.74,65.0,0,0,100.0,0,0,0
IPL26-278,Akash Madhwal,Indian,68.0,32.0,143.34,68.0,0,0,99.66496429028246,0,0,0
IPL26-279,Karn Sharma,Indian,80.0,38.0,0.0,80.0,0,0,62.50993929797468,0,0,0
IPL26-280,Sean Abbott,Australian,54.0,34.0,0.0,54.0,1,0,43.16682934831262,5,1,0
IPL26-281,Michael Bracewell,New Zealander,,35.0,0.0,50.0,1,0,44.82943110343182,4,1,0
IPL26-282,Daryl Mitchell,New Zealander,67.0,60.0,0.0,67.0,1,0,70.53748162169708,5,2,0
IPL26-283,Dasun Shanaka,Sri Lankan,62.0,34.0,0.0,62.0,1,0,25.39067577619319,1,2,0
IPL26-284,Chetan Sakariya,Indian,70.0,27.0,0.0,70.0,0,0,28.66864492183143,3,0,0
IPL26-285,Waqar Salamkheil,Afghan,72.0,29.0,0.0,72.0,1,0,52.73973901703951,4,1,0
IPL26-286,Taskin Ahmed,Bangladeshi,80.0,31.0,0.0,80.0,1,0,67.05448991848631,4,0,0
IPL26-287,Alzarri Joseph,West Indian,68.0,29.0,0.0,68.0,0,0,53.74918790739199,4,0,0
IPL26-288,Riley Meredith,Australian,69.0,29.0,0.0,69.0,1,0,99.08403040889037,4,0,0
IPL26-289,Jhye Richardson,Australian,58.0,29.0,0.0,58.0,1,0,49.81916496365908,5,0,0
IPL26-290,Daniel Lawrence,English,79.0,26.0,0.0,79.0,1,0,77.61216409709577,4,1,0
IPL26-291,Murugan Ashwin,Indian,72.0,35.0,0.0,72.0,0,0,67.83817260468881,2,0,0
IPL26-292,William Sutherland,Australian,,163.0,0.0,50.0,1,0,47.001842097063935,3,1,0
IPL26-293,Kartikeya Singh,Indian,79.0,26.0,0.0,79.0,0,0,47.32650355952942,4,1,0
IPL26-294,Shivam Shukla,Indian,63.0,26.0,0.0,63.0,0,0,54.904232478143506,3,2,0
IPL26-295,Wahidullah Zadran,Afghan,62.0,26.0,0.0,62.0,1,0,27.512359042200153,2,1,0
IPL26-296,KC Cariappa,Indian,59.0,32.0,0.0,59.0,0,0,42.62489982809663,2,2,0
IPL26-297,Sediqullah Atal,Afghan,64.0,24.0,14.99,64.0,1,0,88.95324197088328,3,1,0
IPL26-298,Nathan Smith,New Zealander,53.0,263.0,0.0,53.0,1,0,14.892138853998441,0,0,0
IPL26-299,Manan Vohra,Indian,68.0,32.0,0.0,68.0,0,0,50.75129357253509,1,1,0
IPL26-300,Jacob Duffy,New Zealander,67.0,25.0,0.0,67.0,1,0,87.35136129672335,0,0,0
IPL26-001,MS Dhoni,Indian,76.0,44.0,492.22,76.0,0,0,100.0,4,0,0
IPL26-002,Ruturaj Gaikwad,Indian,79.0,29.0,0.0,79.0,0,0,62.44580832857994,5,1,0
IPL26-003,Sanju Samson,Indian,85.0,31.0,0.0,85.0,0,0,70.45814409244014,1,2,1
IPL26-004,Shivam Dube,Indian,,32.0,0.0,50.0,0,0,33.55798432853934,1,2,0
IPL26-005,Ayush Mhatre,Indian,73.0,18.0,0.0,73.0,0,1,82.3828687938371,5,0,0
IPL26-006,Dewald Brevis,South African,68.0,23.0,0.0,68.0,1,1,38.99155812735924,0,0,0
IPL26-007,Urvil Patel,Indian,69.0,27.0,268.05,69.0,0,0,98.24087913831389,3,1,0
IPL26-008,Noor Ahmad,Afghan,76.0,21.0,701.28,76.0,1,1,100.0,1,1,1
IPL26-009,Nathan Ellis,Australian,71.0,26.0,0.0,71.0,1,0,40.15690649128147,5,2,0
IPL26-010,Shreyas Gopal,Indian,76.0,32.0,0.0,76.0,0,0,87.0333092203147,5,2,0
IPL26-011,Khaleel Ahmed,Indian,80.0,119.0,0.0,80.0,0,0,69.72180178028705,2,0,0
IPL26-012,Ramakrishna Ghosh,Indian,55.0,28.0,0.0,55.0,0,0,28.644264889367168,3,2,0
IPL26-013,Mukesh Choudhary,Indian,68.0,30.0,140.19,68.0,0,0,100.0,4,1,0
IPL26-014,Jamie Overton,English,,32.0,0.0,50.0,1,0,34.17277392795372,0,0,0
IPL26-015,Gurjapneet Singh,Indian,58.0,27.0,99.53,58.0,0,0,100.0,4,0,0
IPL26-016,Anshul Kamboj,Indian,,31.0,0.0,50.0,0,0,31.251402462274918,3,1,0
IPL26-017,Prashant Veer,Indian,73.0,20.0,0.0,73.0,0,1,42.736158709798254,3,1,0
IPL26-018,Kartik Sharma,Indian,70.0,26.0,292.84,70.0,0,0,100.0,3,1,0
IPL26-019,Rahul Chahar,Indian,78.0,26.0,0.0,78.0,0,0,52.8265411022825,4,1,0
IPL26-020,Akeal Hosein,West Indian,71.0,33.0,0.0,71.0,0,0,24.24879830410587,3,0,0
IPL26-021,Matt Henry,New Zealander,54.0,47.0,0.0,54.0,1,0,1.9832399337854651,5,0,0
IPL26-022,Matthew Short,Australian,64.0,338.0,0.0,64.0,1,0,40.27852980406636,4,2,0
IPL26-023,Sarfaraz Khan,Indian,67.0,326.0,0.0,67.0,0,0,36.10981343709466,3,1,0
IPL26-024,Zak Foulkes,English,81.0,24.0,0.0,81.0,1,0,76.10060996688533,5,2,0
IPL26-025,Aman Khan,Indian,64.0,77.0,0.0,64.0,0,0,37.486053781944335,2,0,0
IPL26-026,KL Rahul,Indian,87.0,34.0,1380.75,87.0,0,0,99.17114401199272,3,0,0
IPL26-027,Axar Patel,Indian,,32.0,0.0,50.0,0,0,3.406707043476424,4,0,0
IPL26-028,Kuldeep Yadav,Indian,77.0,26.0,718.52,77.0,0,0,100.0,1,0,0
IPL26-029,T. Natarajan,Indian,75.0,26.0,0.0,75.0,0,0,76.68107448189585,3,0,0
IPL26-030,Mitchell Starc,Australian,80.0,36.0,0.0,80.0,1,0,64.36913071568048,1,0,0
IPL26-031,Tristan Stubbs,South African,77.0,25.0,0.0,77.0,1,0,47.18101885323996,5,0,0
IPL26-032,Mukesh Kumar,Indian,67.0,26.0,521.18,67.0,0,0,100.0,2,1,0
IPL26-033,Nitish Rana,Indian,76.0,32.0,0.0,76.0,0,0,37.28873024485716,0,0,0
IPL26-034,Abishek Porel,Indian,69.0,23.0,743.92,69.0,0,1,95.93493939139813,2,0,0
IPL26-035,Ashutosh Sharma,Indian,72.0,65.0,869.41,72.0,0,0,100.0,3,1,0
IPL26-036,Sameer Rizvi,Indian,71.0,22.0,503.63,71.0,0,1,100.0,1,1,0
IPL26-037,Karun Nair,Indian,70.0,34.0,0.0,70.0,0,0,42.4059935886407,1,2,0
IPL26-038,Dushmantha Chameera,Sri Lankan,61.0,34.0,0.0,61.0,1,0,33.83923692492378,4,0,0
IPL26-039,Vipraj Nigam,Indian,,21.0,0.0,50.0,0,1,11.265861156929928,1,2,0
IPL26-040,Ajay Mandal,Indian,,26.0,0.0,50.0,0,0,40.83244554039577,4,0,0
IPL26-041,Madhav Tiwari,Indian,70.0,22.0,0.0,70.0,0,1,43.4737433223548,5,1,0
IPL26-042,Tripurana Vijay,Indian,50.0,24.0,0.0,50.0,0,0,24.842058598923984,0,0,0
IPL26-043,Auqib Nabi Dar,Indian,,26.0,0.0,50.0,0,0,27.515979971016225,3,1,0
IPL26-044,Pathum Nissanka,Sri Lankan,69.0,28.0,0.0,69.0,1,0,80.48070197179554,4,1,0
IPL26-045,David Miller,South African,80.0,116.0,0.0,80.0,1,0,63.879237408622714,0,0,0
IPL26-046,Ben Duckett,English,84.0,31.0,0.0,84.0,1,0,46.081162605757484,1,0,0
IPL26-047,Lungi Ngidi,South African,77.0,30.0,0.0,77.0,1,0,66.80125527281734,1,0,0
IPL26-048,Kyle Jamieson,New Zealander,,26.0,0.0,50.0,1,0,3.187546647019561,0,0,0
IPL26-049,Prithvi Shaw,Indian,72.0,26.0,0.0,72.0,0,0,53.835995145385056,1,0,0
IPL26-050,Sahil Parakh,Indian,61.0,26.0,0.0,61.0,0,0,16.281908410794006,5,1,0
IPL26-051,Shubman Gill,Indian,84.0,26.0,1502.36,84.0,0,0,98.97953351492207,5,0,0
IPL26-052,Rashid Khan,Afghan,,26.0,1036.91,50.0,1,0,100.0,0,0,0
IPL26-053,Jos Buttler,English,86.0,35.0,0.0,86.0,1,0,51.63320604978994,4,2,0
IPL26-054,Kagiso Rabada,South African,89.0,31.0,0.0,89.0,1,0,73.81708349703001,4,0,0
IPL26-055,Mohammed Siraj,Indian,79.0,32.0,835.35,79.0,0,0,100.0,0,0,0
IPL26-056,Sai Sudharsan,Indian,83.0,24.0,1572.25,83.0,0,0,93.21088768981222,4,0,0
IPL26-057,Prasidh Krishna,Indian,77.0,30.0,571.61,77.0,0,0,98.38717607949012,4,1,0
IPL26-058,Washington Sundar,Indian,,26.0,670.48,50.0,0,0,100.0,5,2,0
IPL26-059,Rahul Tewatia,Indian,,33.0,0.0,50.0,0,0,41.59598460541162,4,0,0
IPL26-060,Shahrukh Khan,Indian,66.0,60.0,378.48,66.0,0,0,100.0,2,1,0
IPL26-061,R. Sai Kishore,Indian,75.0,26.0,0.0,75.0,0,0,53.95494606465482,3,2,0
IPL26-062,Glenn Phillips,New Zealander,61.0,52.0,0.0,61.0,1,0,40.43501302484909,1,2,0
IPL26-063,Jayant Yadav,Indian,61.0,36.0,0.0,61.0,0,0,34.57005237840133,2,0,0
IPL26-064,Anuj Rawat,Indian,66.0,26.0,109.12,66.0,0,0,100.0,4,0,0
IPL26-065,Kumar Kushagra,Indian,56.0,21.0,18.97,56.0,0,1,100.0,5,0,0
IPL26-066,Gurnoor Singh Brar,Indian,65.0,26.0,0.0,65.0,0,0,25.83450062299309,0,0,0
IPL26-067,Nishant Sindhu,Indian,61.0,22.0,0.0,61.0,0,1,35.41159759281952,4,0,0
IPL26-068,Manav Suthar,Indian,58.0,23.0,0.0,58.0,0,1,31.024553492991554,5,2,0
IPL26-069,Ishant Sharma,Indian,78.0,37.0,0.0,78.0,0,0,72.90419155496535,3,2,0
IPL26-070,Arshad Khan,Indian,64.0,26.0,357.1,64.0,0,0,91.20903496362014,4,0,0
IPL26-071,Jason Holder,West Indian,,41.0,0.0,50.0,0,0,38.346529019349745,0,0,0
IPL26-072,Tom Banton,English,58.0,27.0,0.0,58.0,1,0,12.415318130759777,5,2,0
IPL26-073,Ashok Sharma,Indian,64.0,26.0,94.13,64.0,0,0,99.66042631218734,5,1,0
IPL26-074,Luke Wood,English,50.0,26.0,0.0,50.0,1,0,33.907172513650195,5,0,0
IPL26-075,Prithvi Raj,Indian,73.0,26.0,0.0,73.0,0,0,47.0393679870363,3,0,0
IPL26-076,Sunil Narine,West Indian,,37.0,0.0,50.0,0,0,18.664989337921035,4,2,0
IPL26-077,Varun Chakravarthy,Indian,85.0,34.0,0.0,85.0,0,0,71.53497513979649,3,0,0
IPL26-078,Rinku Singh,Indian,74.0,37.0,0.0,74.0,0,0,70.6629372410601,1,1,0
IPL26-079,Harshit Rana,Indian,73.0,24.0,541.9,73.0,0,0,100.0,1,2,0
IPL26-080,Angkrish Raghuvanshi,Indian,73.0,22.0,0.0,73.0,0,1,63.116362214812085,4,0,0
IPL26-081,Ramandeep Singh,Indian,,26.0,355.97,50.0,0,0,97.99632215406305,3,2,0
IPL26-082,Ajinkya Rahane,Indian,84.0,38.0,0.0,84.0,0,0,50.38862839533608,0,0,0
IPL26-083,Rovman Powell,West Indian,67.0,32.0,0.0,67.0,0,0,42.385880899115705,5,0,0
IPL26-084,Vaibhav Arora,Indian,73.0,28.0,0.0,73.0,0,0,57.32802412312462,5,0,0
IPL26-085,Manish Pandey,Indian,79.0,26.0,0.0,79.0,0,0,76.93178290511736,4,1,0
IPL26-086,Anukul Roy,Indian,69.0,27.0,0.0,69.0,0,0,33.5505513538016,1,1,0
IPL26-087,Umran Malik,Indian,65.0,26.0,0.0,65.0,0,0,34.83992935834216,1,2,0
IPL26-088,Cameron Green,Australian,,26.0,0.0,50.0,1,0,14.372822386177466,5,0,0
IPL26-089,Matheesha Pathirana,Sri Lankan,77.0,24.0,0.0,77.0,1,0,36.043471399651,4,0,0
IPL26-090,Mustafizur Rahman,Bangladeshi,77.0,30.0,258.07,77.0,1,0,100.0,3,1,0
IPL26-091,Tejasvi Singh,Indian,78.0,26.0,0.0,78.0,0,0,76.03689209885573,1,0,0
IPL26-092,Finn Allen,New Zealander,74.0,27.0,0.0,74.0,1,0,75.51233631067689,3,1,0
IPL26-093,Rachin Ravindra,New Zealander,67.0,26.0,0.0,67.0,1,0,40.559973594924095,1,0,0
IPL26-094,Tim Seifert,New Zealander,58.0,24.0,0.0,58.0,1,0,58.32596104951566,1,2,0
IPL26-095,Akash Deep,Indian,58.0,26.0,74.49,58.0,0,0,100.0,2,0,0
IPL26-096,Rahul Tripathi,Indian,73.0,26.0,0.0,73.0,0,0,50.98986051307892,1,0,0
IPL26-097,Prashant Solanki,Indian,75.0,26.0,0.0,75.0,0,0,38.33060544059722,0,0,0
IPL26-098,Kartik Tyagi,Indian,71.0,25.0,267.17,71.0,0,0,100.0,4,0,0
IPL26-099,Sarthak Ranjan,Indian,59.0,29.0,0.0,59.0,0,0,51.17661364893236,4,0,0
IPL26-100,Daksh Kamra,Indian,50.0,26.0,0.0,50.0,0,0,40.48483278650831,3,1,0
IPL26-101,Rishabh Pant,Indian,82.0,28.0,0.0,82.0,0,0,54.67365493706134,1,2,0
IPL26-102,Nicholas Pooran,West Indian,77.0,30.0,0.0,77.0,0,0,86.17393231531838,0,0,0
IPL26-103,Mayank Yadav,Indian,63.0,26.0,0.0,63.0,0,0,3.611360496688594,3,1,0
IPL26-104,Mohammed Shami,Indian,77.0,36.0,366.12,77.0,0,0,100.0,2,1,0
IPL26-105,Mohsin Khan,Indian,75.0,38.0,341.0,75.0,0,0,99.69023626950951,3,1,0
IPL26-106,Ayush Badoni,Indian,70.0,26.0,0.0,70.0,0,0,65.60100001598438,3,1,0
IPL26-107,Avesh Khan,Indian,73.0,29.0,614.92,73.0,0,0,100.0,1,1,0
IPL26-108,Abdul Samad,Indian,66.0,54.0,652.13,66.0,0,0,97.81195871621517,2,2,0
IPL26-109,Mitchell Marsh,Australian,,34.0,0.0,50.0,1,0,36.599425173146614,3,2,0
IPL26-110,Aiden Markram,South African,,31.0,0.0,50.0,1,0,26.525162823140217,0,0,0
IPL26-111,Shahbaz Ahmed,Indian,,57.0,458.64,50.0,0,0,100.0,0,0,0
IPL26-112,Matthew Breetzke,South African,61.0,27.0,0.0,61.0,1,0,43.16365127283637,4,1,0
IPL26-113,Digvesh Rathi,Indian,65.0,26.0,0.0,65.0,0,0,12.754681813237543,2,0,0
IPL26-114,Himmat Singh,Indian,66.0,29.0,101.92,66.0,0,0,100.0,2,1,0
IPL26-115,Arshin Kulkarni,Indian,56.0,26.0,0.0,56.0,0,0,34.47976295622565,4,1,0
IPL26-116,Manimaran Siddharth,Indian,68.0,27.0,0.0,68.0,0,0,51.58144535081544,3,2,0
